 no_of_dependents, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, self_employed_ Yes, education_ Not Graduate,loan_status
1.5350040061487562,0.08036938663998726,-0.0640861933514854,0.8657747374301653,1.466506232826646,-0.5007277667966844,-0.7681624108355932,-0.4374930956439258,0.7493887445376426,0.0,1.0,1
-0.24404967111131776,-0.8073814467848682,-0.5606779860142682,0.8657747374301653,-0.4057480328011294,-0.6988890922977617,-0.471105096443979,-0.8733061775716792,-0.2677142740919227,1.0,1.0,0
-1.4300854559513672,0.684039953368889,0.9290973919740803,0.5162876874583555,0.3570222235657421,0.962617406134349,0.9456297875775656,0.6629349362236514,0.687746137347972,0.0,1.0,1
-0.8370675635313424,0.826080086716866,0.03523216518107117,-1.5806346123725035,0.5303791000127583,-0.6836459134130635,1.7911006054613907,0.7174115714646206,1.3349935128395136,0.0,0.0,1
1.5350040061487562,0.684039953368889,1.2932647065934544,-1.2311475624006936,1.6629773594665977,-0.9275367755682358,-0.17404778205236485,0.7827835337537836,0.7493887445376426,1.0,1.0,1
0.3489682213087069,0.11587941997698148,-0.05305082018120134,-1.2311475624006936,-1.399660791097356,0.733969722863875,1.1284342887416359,-0.012575340764366283,0.3487117978047835,1.0,1.0,0
-0.8370675635313424,1.003630253401837,0.43250559931129745,-1.5806346123725035,-0.047477154810629155,2.0296399280632276,1.6539972295883378,1.1859106345369554,0.8726739589169838,1.0,1.0,1
-0.24404967111131776,-0.02616071337099541,-0.0640861933514854,-0.18268641248526415,1.1949137930596538,-0.47024140902728784,-0.3340017205709263,0.22712185429589807,-0.5759273100402759,1.0,1.0,1
0.3489682213087069,0.9681202200648428,1.0173803773363528,1.564748837373785,-0.6426690972787182,-0.11964829467922776,0.031607281757214216,0.27070316248867343,-0.2677142740919227,1.0,1.0,0
-0.8370675635313424,0.22240951998796413,0.03523216518107117,-0.532173462457074,-0.330626719674089,0.45959250293930626,0.8542275369955304,0.6193536280308761,0.6261035301583013,0.0,0.0,0
-1.4300854559513672,0.7905700533798716,0.8187436602712397,0.1668006374865457,1.4433919826337105,-0.6379163767589687,-0.35685228321643514,1.0442713829104355,0.10214136904610102,1.0,1.0,1
0.3489682213087069,-0.594321246762903,-0.1854752982246101,-0.18268641248526415,-1.4632249791279286,0.0632698519371514,-0.28830059527990876,-0.7643529070897408,-0.08278645252291086,0.0,1.0,0
1.5350040061487562,0.6130198866949006,0.42147022614101337,-0.532173462457074,1.5242918583089848,0.30716071409232365,0.5114690973128987,1.0660620370068232,0.41035440499445414,1.0,1.0,1
1.5350040061487562,1.145670386749814,1.8339979919373735,0.8657747374301653,1.4838419204713478,2.6088807256817614,1.4026410404877412,1.2077012886333431,1.088423084080831,0.0,0.0,1
-1.4300854559513672,1.1101603534128197,1.5029367968288516,-1.2311475624006936,0.10276547144345159,0.23094481966883232,-0.8824152240631372,0.8481554960429466,0.41035440499445414,1.0,1.0,1
-1.4300854559513672,0.7905700533798716,0.9732388846552166,1.215261787401975,0.2876794729869356,1.3894264149059006,-1.110920850518225,0.47771437640435627,-0.1444290597125815,1.0,1.0,1
0.9419861137287315,0.6485299200318948,0.5538947041844221,1.215261787401975,-0.9431543497868797,0.3224038929770219,0.2829634708578109,1.2621779238743123,0.22542658342544228,1.0,0.0,0
0.3489682213087069,0.7195499867058832,1.403618438296295,-0.532173462457074,-0.1052627802929679,0.21570164078413404,0.6028713478949338,0.47771437640435627,0.41035440499445414,0.0,1.0,1
-0.24404967111131776,-1.1624817801548104,-1.046234405506767,0.5162876874583555,-0.5733263466999118,-0.9275367755682358,-0.8824152240631372,-1.1783753349211066,-1.1307107747473115,0.0,0.0,0
0.9419861137287315,-1.1979918134918046,-0.9579514201444945,1.564748837373785,0.20100103476342746,-0.8818072389141409,-0.9281163493541548,-0.9822594480536175,-0.8224977387989584,1.0,0.0,1
-1.4300854559513672,-1.1624817801548104,-1.046234405506767,1.215261787401975,-1.7059246061537512,-1.06472538553052,-0.9738174746451723,-1.0476314103427806,-1.0074255603679703,0.0,0.0,0
-1.4300854559513672,0.6130198866949006,0.23386888224618432,1.215261787401975,1.3856063571513717,0.45959250293930626,0.8313769743500217,0.08548260266937822,1.1500656912705016,1.0,1.0,1
0.9419861137287315,1.323220553434785,0.7746021675901034,-0.18268641248526415,-0.515540721217573,-0.10440511579452949,-0.2197489073433824,1.817839603332198,1.5199213344085254,1.0,1.0,0
1.5350040061487562,-0.09718078004498386,0.2007627627353321,-0.18268641248526415,0.3743579112104437,-0.10440511579452949,0.10015896969374058,-0.3067491710655998,-0.6375699172299465,1.0,1.0,1
-1.4300854559513672,-0.9494215801328452,-0.8807038079525061,1.564748837373785,-0.5039835961211052,-0.5159709456813826,-0.6539095976080493,-0.9277828128126484,-0.9766042567731349,1.0,0.0,0
0.3489682213087069,0.00934931996599881,-0.07512156652176946,0.1668006374865457,-1.7059246061537512,-1.0342390277611235,0.8770780996410392,-0.39391178745115046,-0.6375699172299465,0.0,1.0,0
0.3489682213087069,0.04485935330299303,0.12351515054334368,-0.532173462457074,-1.5383462922549689,0.30716071409232365,0.46576797202188114,-0.1760052464872738,0.7185674409428073,1.0,1.0,0
0.3489682213087069,1.0746503200758255,0.8959912724632281,1.564748837373785,0.32235084827633886,1.252237804943616,-0.471105096443979,1.4038171755008322,0.3795331013996188,1.0,1.0,1
0.3489682213087069,1.2166904534238023,1.4477599309774314,-1.5806346123725035,1.2064709181561217,2.700339798989951,-0.15119721940685607,0.3578657788742241,1.766491763167208,1.0,1.0,1
-1.4300854559513672,0.5419998200209122,0.8959912724632281,0.1668006374865457,-1.5210106046102672,-0.775104986721253,-0.9509669119996635,0.40144708706699944,1.3349935128395136,1.0,1.0,0
-0.8370675635313424,0.04485935330299303,0.12351515054334368,-0.8816605124288838,-0.44619797063876654,0.5358083973627976,-0.35685228321643514,0.5975629739344884,-0.11360775611774616,1.0,0.0,0
-0.8370675635313424,0.5775098533579064,0.3883641066301612,-0.532173462457074,-0.1052627802929679,0.2766743563229271,-0.19689834469787362,0.2053312001995104,0.5952822265634661,0.0,0.0,1
-0.24404967111131776,-0.5588112134259088,-0.13029843237318978,-1.5806346123725035,-1.4227750412902913,0.18521528301473753,-0.7681624108355932,-0.3721211333547628,-0.6375699172299465,0.0,1.0,1
-1.4300854559513672,1.642810853467733,1.8119272455968054,1.215261787401975,0.033422720864645095,2.563151189027667,0.6714230358314602,1.8723162385731673,0.780210048132478,0.0,0.0,1
-0.8370675635313424,0.9681202200648428,0.11247977737305961,-1.5806346123725035,-1.5383462922549689,-0.3940255146037965,0.6714230358314602,1.4691891377899953,0.44117570858928945,1.0,0.0,0
0.3489682213087069,0.9681202200648428,0.07937365786220742,-1.5806346123725035,0.3685793486622098,1.0540764794425386,-0.9281163493541548,1.3057592320670877,0.13296267264093634,0.0,0.0,1
-0.24404967111131776,0.5775098533579064,0.5538947041844221,-0.8816605124288838,0.5766076003986293,0.20045846189943578,1.6539972295883378,-0.1433192653426923,0.9959591732963251,1.0,1.0,1
0.9419861137287315,-0.8428914801218625,-0.9248453006336423,-0.18268641248526415,-0.8449187864669039,-0.42451187237319304,-0.5396567843805053,-0.8515155234752915,-0.6992125244196171,1.0,1.0,0
0.9419861137287315,0.15138945331397569,0.3331872407787409,0.8657747374301653,1.1313496050290812,-1.1561844588387098,-0.01409384353380335,0.3687611059224179,-0.05196514892807554,1.0,1.0,1
-1.4300854559513672,1.6073008201307388,0.8518497797820919,-0.532173462457074,-0.4982050335728714,-0.48548458791198607,2.2252612957260576,1.9703741820069118,0.8726739589169838,1.0,1.0,0
-0.8370675635313424,0.7195499867058832,0.6201069432061266,1.564748837373785,-0.9489329123351137,0.3224038929770219,0.5343196599584075,1.0333760558622418,1.1808869948653369,1.0,0.0,0
-1.4300854559513672,1.4652606867827618,1.4367245578071473,0.1668006374865457,-0.8449187864669039,1.7857490659080553,0.3286645961488284,2.1229087606816255,0.2870691906151129,0.0,0.0,0
0.3489682213087069,1.4652606867827618,2.1871299333864633,-1.2311475624006936,0.6632860386221374,-0.9732663122223305,1.1969859766781623,2.0030601631514933,1.9822408883310552,1.0,1.0,1
-0.8370675635313424,-0.16820084671897229,-0.1854752982246101,1.564748837373785,1.3624921069584364,-0.28732326241090866,0.6257219105404426,-0.361225806306569,-0.7608551316092877,1.0,0.0,1
-1.4300854559513672,1.003630253401837,1.8008918724265213,0.5162876874583555,1.4318348575372428,1.8162354236774518,1.219836539323671,1.2403872697779246,1.7356704595723726,0.0,1.0,1
0.3489682213087069,-0.34575101340394343,0.013161418840503043,-0.8816605124288838,-0.931597224690412,0.002297136398358352,0.031607281757214216,-0.7643529070897408,-0.9149616495834643,0.0,0.0,0
-0.24404967111131776,0.08036938663998726,0.45457634565186555,0.8657747374301653,-1.347653728163251,1.0998060160966334,-1.0423691625816986,-0.39391178745115046,-0.390999488471264,0.0,0.0,0
1.5350040061487562,1.6783208868047272,2.5071557553247015,1.215261787401975,-1.7348174188949206,-0.11964829467922776,-0.01409384353380335,2.07932745248885,0.3795331013996188,1.0,1.0,0
-0.8370675635313424,1.2522004867607965,0.4876824651627178,0.8657747374301653,-0.5964405968928472,1.1150491949813317,-0.44825453379847024,0.63024895507907,0.10214136904610102,1.0,0.0,0
-0.24404967111131776,-0.20371088005596652,-0.07512156652176946,1.215261787401975,-0.5964405968928472,0.0632698519371514,-1.0880702878727162,-0.18690057353546763,-0.05196514892807554,0.0,1.0,0
-0.24404967111131776,-0.6653413134368914,-0.7262085835685292,1.215261787401975,0.2125581598598952,-0.9885094911070288,-0.01409384353380335,-0.7207715988969655,-0.4526420956609346,0.0,1.0,1
0.3489682213087069,1.2166904534238023,1.204981721231182,-1.5806346123725035,0.4725934745304196,-0.13489147356392603,1.2426871019691799,0.9680040935730788,0.22542658342544228,1.0,1.0,1
-1.4300854559513672,1.1101603534128197,0.43250559931129745,-1.5806346123725035,0.9406570409373635,2.3497466846418913,0.899928662286548,0.5757723198381007,-0.29853557768675804,1.0,1.0,1
-1.4300854559513672,1.1101603534128197,0.44354097248158153,0.8657747374301653,-0.6311119721822505,1.3741832360212023,0.9684803502230744,0.5212956845971316,0.687746137347972,1.0,0.0,0
1.5350040061487562,1.1811804200868081,0.2669750017570365,0.1668006374865457,-1.1800754142644687,0.901644690595556,2.17956017043504,1.011585401765854,0.9034952625118191,1.0,1.0,0
0.9419861137287315,-0.5233011800889145,-0.6268902250359726,-1.5806346123725035,1.3856063571513717,-0.3940255146037965,-0.12834665676134727,-0.18690057353546763,-0.884140345988629,1.0,1.0,1
-1.4300854559513672,-1.4820720801877585,-1.4435078396369934,-0.8816605124288838,-0.46353365828346815,-1.1256981010693132,-0.7453118481900844,-1.4289678570295647,-1.3156385963163233,1.0,1.0,0
1.5350040061487562,0.8971001533908544,0.5318239578438541,-0.18268641248526415,-0.45775509573523426,2.1363421802561153,-0.8138635361266108,0.5648769927899069,-0.20607166690225212,1.0,0.0,0
0.9419861137287315,-1.6951322802097237,-1.6200738103615384,0.5162876874583555,-0.885368724304541,-1.0342390277611235,-1.110920850518225,-1.5706071086560847,-1.5005664178853353,1.0,0.0,0
0.3489682213087069,1.3942406201087734,1.6795027675533967,-0.8816605124288838,0.2125581598598952,1.419912772675297,1.3797904778422325,1.2730732509225062,1.3041722092446781,1.0,0.0,1
0.9419861137287315,0.7550600200428774,0.18972738956504806,-1.2311475624006936,0.5823861629468632,1.2827241627130126,0.4886185346673899,0.7392022255610082,1.4274574236240194,0.0,0.0,1
0.3489682213087069,-0.7363613801108798,-0.8917391811227902,-0.8816605124288838,-1.0760612883962588,-0.8360777022600462,0.16871065763026694,-0.622713655463221,-0.7608551316092877,1.0,0.0,0
-1.4300854559513672,-1.6951322802097237,-1.6200738103615384,1.215261787401975,-1.30142522777738,-1.0952117432999167,-1.1337714131637338,-1.5706071086560847,-1.4389238106956646,0.0,1.0,0
-1.4300854559513672,-1.730642313546718,-1.6421445567021065,1.215261787401975,-0.46931222083170204,-1.1256981010693132,-1.0652197252272075,-1.5923977627524724,-1.5005664178853353,1.0,0.0,0
0.9419861137287315,-0.38126104674093764,-0.008909327500065085,-0.532173462457074,1.148685292673783,0.18521528301473753,0.44291740937637236,-0.3285398251619875,-0.1752503633074168,0.0,1.0,1
0.9419861137287315,0.6485299200318948,0.12351515054334368,-0.532173462457074,0.02764415831641122,-0.25683690464151215,-0.9281163493541548,0.9244227853803034,-0.4218207920660993,1.0,0.0,1
-0.8370675635313424,0.18689948665096992,-0.3841120152897232,-0.8816605124288838,0.6112789756880326,-0.45499823014258955,-0.9509669119996635,0.41234241411519323,-0.32935688128159335,1.0,0.0,1
-1.4300854559513672,-0.13269081338197808,0.0021260456702189793,-0.18268641248526415,1.0677854169985086,0.5510515762474959,0.694273598476969,-0.6118183284150271,-0.5451060064454406,0.0,0.0,1
0.3489682213087069,0.29342958666195257,0.5980361968655584,-0.18268641248526415,1.0157783540644039,-0.8513208811447445,-0.0826455314703297,0.6520396091754576,0.44117570858928945,1.0,1.0,1
-1.4300854559513672,-0.6298312800998972,-0.6158548518656886,-0.532173462457074,-0.7871331609845651,-0.21110736798741733,-0.9738174746451723,-0.6009230013668333,-0.9149616495834643,1.0,1.0,0
0.9419861137287315,-0.27473094672995496,-0.019944700670349147,-0.532173462457074,-1.2609752899397428,-0.42451187237319304,-1.110920850518225,-0.6771902907041901,-0.021143845333240232,1.0,1.0,0
0.3489682213087069,0.5064897866839179,0.7966729139306715,-0.8816605124288838,-0.654226222375186,1.419912772675297,1.539744416360794,0.7065162444164268,0.5644609229686307,1.0,0.0,0
-0.24404967111131776,0.826080086716866,1.3374061992745907,1.215261787401975,-0.23239115635411314,0.7796992595179698,-1.0423691625816986,1.294863905018894,1.4274574236240194,1.0,0.0,1
1.5350040061487562,0.36444965333594104,0.9180620188037962,0.8657747374301653,-1.7405959814431544,-1.0952117432999167,-0.9738174746451723,0.8263648419465589,-0.05196514892807554,0.0,0.0,0
-0.8370675635313424,-1.233501846828799,-1.1896942567204598,-1.2311475624006936,-1.3707679783561866,-0.7598618078365549,-0.9738174746451723,-1.1892706619693003,-0.791676435204123,1.0,1.0,0
-1.4300854559513672,0.3289396199989468,0.9622035114849325,-1.2311475624006936,-1.1974111019091702,-0.11964829467922776,0.1915612202757757,0.7283068985128145,-0.1444290597125815,1.0,0.0,1
0.3489682213087069,0.9326101867278486,1.5581136626802718,-0.18268641248526415,-1.399660791097356,-0.10440511579452949,0.26011290821230204,0.7283068985128145,-0.23689297049708744,1.0,1.0,0
1.5350040061487562,-1.6596222468727295,-1.5207554518289819,-1.2311475624006936,-0.6831190351163554,-0.9732663122223305,-0.9738174746451723,-1.5706071086560847,-1.5005664178853353,1.0,1.0,1
1.5350040061487562,-1.4465620468507643,-1.388330973785573,-0.532173462457074,0.362800786113976,-1.003752669991727,-0.8595646614176283,-1.276433278354851,-1.2539959891266528,1.0,0.0,1
1.5350040061487562,0.8971001533908544,0.8628851529523759,-0.18268641248526415,1.3162636065725652,-0.6684027345283653,0.5343196599584075,0.2598078354404796,0.7185674409428073,1.0,1.0,1
-0.24404967111131776,0.5064897866839179,0.11247977737305961,-0.18268641248526415,1.200692355607888,0.9931037639037454,-0.05979496882482092,-0.21958655468004915,1.1192443876756664,0.0,0.0,1
-0.8370675635313424,-0.9494215801328452,-0.7041378372279611,1.215261787401975,-1.0818398509444926,-0.5921868401048739,-0.6310590349625406,-0.884201504619873,-0.7608551316092877,1.0,1.0,0
0.3489682213087069,-1.588602180198741,-1.4104017201261412,0.1668006374865457,1.6340845467254284,-1.0494822066458218,-0.9509669119996635,-1.5052351463669216,-1.3464598999111588,1.0,1.0,1
-1.4300854559513672,0.6485299200318948,0.6752838090575468,1.215261787401975,1.4087206073443073,1.5113718459834866,0.14586009498475813,0.6738302632718453,0.5028183157789601,1.0,1.0,1
0.9419861137287315,1.3942406201087734,1.7567503797453852,-0.532173462457074,1.703427297304235,-0.058675579140434704,-0.12834665676134727,0.891736804235722,2.5062030494432554,1.0,1.0,1
0.3489682213087069,0.9681202200648428,1.3815476919557268,-0.8816605124288838,-0.9893828501727507,-0.8360777022600462,0.694273598476969,1.1859106345369554,0.10214136904610102,1.0,0.0,0
-0.8370675635313424,0.9326101867278486,0.43250559931129745,-0.18268641248526415,-1.4227750412902913,0.5815379340168924,-0.01409384353380335,0.7283068985128145,0.5028183157789601,1.0,1.0,0
-0.8370675635313424,-1.233501846828799,-1.2890126152530164,1.215261787401975,0.10276547144345159,-0.653159555643667,-1.110920850518225,-0.9713641210054237,-1.0690681675576408,0.0,0.0,1
0.3489682213087069,-0.41677108007793184,-0.13029843237318978,1.215261787401975,1.3162636065725652,-0.34829597794970174,-0.2197489073433824,-0.39391178745115046,-0.6992125244196171,1.0,0.0,1
0.9419861137287315,0.18689948665096992,-0.11926305920290572,0.5162876874583555,0.54771478765746,0.23094481966883232,0.9684803502230744,0.1399592379103474,0.5644609229686307,1.0,0.0,1
-1.4300854559513672,0.08036938663998726,-0.505501120162848,-1.5806346123725035,1.3104850440243314,0.09375620970654794,0.39721628408535475,0.23801718134409192,0.25624788702027756,1.0,0.0,1
0.3489682213087069,1.323220553434785,2.1429884407053272,-0.532173462457074,-1.2436396022950413,1.1150491949813317,2.6365714233452158,0.34697045182603026,0.3178904942099482,1.0,1.0,0
-0.24404967111131776,-0.7008513467738856,-0.49446574699256385,-1.2311475624006936,-1.1742968517162347,-0.6684027345283653,-0.44825453379847024,-0.8515155234752915,-0.9149616495834643,1.0,0.0,1
-1.4300854559513672,1.3942406201087734,1.0063450041660686,-0.18268641248526415,-0.012805779521225904,0.8254287961720645,-0.35685228321643514,1.2730732509225062,0.44117570858928945,1.0,1.0,1
0.9419861137287315,0.826080086716866,0.3000811212678887,-0.8816605124288838,-1.255196727391509,0.901644690595556,1.6768477922338467,0.7827835337537836,-0.08278645252291086,0.0,1.0,0
-1.4300854559513672,-1.41105201351377,-1.222800376231312,1.215261787401975,1.65142023437013,-1.0799685644152184,-0.8367140987721196,-1.3744912217885956,-1.1307107747473115,0.0,1.0,1
1.5350040061487562,-0.31024098006694917,-0.29582902992745075,1.215261787401975,0.7037359764597746,-0.9580231333376322,-1.0652197252272075,-0.25227253582463066,0.3487117978047835,0.0,0.0,1
0.3489682213087069,0.826080086716866,0.3331872407787409,0.5162876874583555,-1.7290388563466867,-0.28732326241090866,-0.42540397115296147,0.2924938165850611,0.009677458261595082,1.0,0.0,0
-0.24404967111131776,-0.02616071337099541,-0.49446574699256385,-1.5806346123725035,0.8770928529067908,0.7796992595179698,0.9227792249320568,-0.4048071144993443,0.22542658342544228,1.0,1.0,1
0.3489682213087069,0.00934931996599881,-0.46135962748171166,-0.8816605124288838,-1.532567729706735,-1.1561844588387098,0.1915612202757757,-0.39391178745115046,0.780210048132478,0.0,0.0,0
-1.4300854559513672,1.145670386749814,0.25593962858675245,1.564748837373785,0.2414509726010646,2.639367083451158,0.899928662286548,0.3905517600188056,0.04049876185643039,1.0,1.0,1
-0.8370675635313424,-0.38126104674093764,-0.47239500065199574,0.5162876874583555,-0.01858434206945978,-0.5921868401048739,0.374365721439846,-0.1760052464872738,-0.1752503633074168,1.0,0.0,1
-0.24404967111131776,0.4709797533469237,0.9622035114849325,1.215261787401975,0.8308643525209198,1.1150491949813317,-0.2197489073433824,0.11816858381395973,0.6261035301583013,0.0,1.0,1
-1.4300854559513672,1.0746503200758255,0.2669750017570365,0.8657747374301653,-1.255196727391509,1.1760219105201246,1.9053534186889345,1.7960489492358103,1.6123852451930314,1.0,0.0,0
0.9419861137287315,-0.4877911467519203,-0.31789977626801885,-0.8816605124288838,-1.3707679783561866,-0.24159372575681387,-0.17404778205236485,-0.16510991943907996,-0.1752503633074168,0.0,0.0,0
0.3489682213087069,1.323220553434785,1.4808660504882836,-0.18268641248526415,1.004221228967936,-0.34829597794970174,0.008756719111705434,1.828734930380392,1.4274574236240194,1.0,1.0,1
-0.8370675635313424,-1.553092146861747,-1.5207554518289819,-0.8816605124288838,0.9117642281961941,-0.9885094911070288,-1.01951859993619,-1.3744912217885956,-1.3156385963163233,0.0,0.0,1
-0.24404967111131776,1.1101603534128197,0.8077082871009557,1.215261787401975,1.4780633579231137,0.901644690595556,2.1338590451440225,1.4365031566454136,1.0576017804859956,0.0,0.0,1
1.5350040061487562,1.4297506534457676,1.392583065126011,0.8657747374301653,-0.3132910320293874,2.1973148957949085,0.46576797202188114,1.817839603332198,1.3658148164343489,0.0,1.0,0
0.3489682213087069,0.9681202200648428,0.27801037492732056,-0.8816605124288838,1.5878560463395575,1.2369946260589177,2.3395141089536016,1.0769573640550172,1.7973130667620432,1.0,1.0,1
0.9419861137287315,0.9326101867278486,1.028415750506637,1.564748837373785,-0.11104134284120178,0.35289025074641844,0.374365721439846,1.5127704459827704,0.47199701218412476,0.0,1.0,1
1.5350040061487562,1.4652606867827618,2.330589784600156,-1.5806346123725035,0.3107937231798711,-0.6836459134130635,-0.8595646614176283,1.8505255844767796,1.1500656912705016,1.0,1.0,1
1.5350040061487562,-1.4820720801877585,-1.3662602274450049,0.8657747374301653,1.1949137930596538,-0.8208345233753479,-0.9281163493541548,-1.3200145865476265,-1.284817292721488,0.0,1.0,1
-0.8370675635313424,-1.6951322802097237,-1.564896944510118,0.5162876874583555,-1.6019104802855415,-1.1256981010693132,-1.110920850518225,-1.537921127511503,-1.5005664178853353,1.0,0.0,0
0.9419861137287315,0.8971001533908544,0.5318239578438541,1.215261787401975,0.5188219749162906,-0.37878233571909825,0.8542275369955304,0.891736804235722,1.9205982811413844,1.0,1.0,1
-1.4300854559513672,-1.2690118801657932,-1.200729629890744,0.1668006374865457,1.1544638552220168,-0.47024140902728784,-0.6310590349625406,-1.2982239324512388,-1.192353381936982,0.0,0.0,1
-1.4300854559513672,-0.23922091339296073,-0.11926305920290572,-1.5806346123725035,-1.4574464165796945,-0.6379163767589687,-0.8367140987721196,-0.6989809448005778,0.3795331013996188,0.0,0.0,1
0.3489682213087069,-1.233501846828799,-1.0683051518473352,0.1668006374865457,-1.01827566291392,-1.0494822066458218,-0.9509669119996635,-1.069422064439168,-1.2539959891266528,0.0,0.0,0
-0.24404967111131776,-1.233501846828799,-1.1014112713581874,0.8657747374301653,-0.44041940809053265,-1.0952117432999167,-0.471105096443979,-1.0476314103427806,-1.0382468639628055,0.0,1.0,0
-1.4300854559513672,1.2166904534238023,1.1166987358689093,1.564748837373785,-0.2555054065470487,0.8406719750567628,0.031607281757214216,0.9462134394766911,0.6569248337531367,1.0,0.0,1
-0.8370675635313424,0.7550600200428774,0.6421776895466946,0.5162876874583555,-1.0413899131068556,-0.6074300189895722,1.5168938537152852,0.7174115714646206,-0.11360775611774616,0.0,0.0,0
-1.4300854559513672,1.2166904534238023,0.6421776895466946,-0.8816605124288838,0.3685793486622098,-0.5921868401048739,1.0598826008051094,1.338445213211669,1.95141958473622,0.0,0.0,1
0.9419861137287315,0.3289396199989468,0.3883641066301612,-1.5806346123725035,0.12587972163638708,-0.48548458791198607,-0.2197489073433824,0.4232377411633871,0.22542658342544228,0.0,1.0,1
-0.8370675635313424,1.0391402867388313,1.4146538114665792,1.564748837373785,1.322042169120799,2.2735307902183997,1.7453994801703732,1.1314339992959863,1.7356704595723726,1.0,1.0,1
1.5350040061487562,0.3289396199989468,-0.3620412689491551,-1.5806346123725035,0.16055109692579034,-0.7598618078365549,-1.1337714131637338,0.43413306821158093,-0.23689297049708744,1.0,0.0,1
-1.4300854559513672,-0.913911546795851,-1.035199032336483,1.564748837373785,0.4032507239516131,-0.012946042486339912,-1.01951859993619,-0.8406201964270977,-0.9149616495834643,0.0,1.0,1
0.9419861137287315,0.5064897866839179,1.1608402285500456,1.215261787401975,-1.6770317934125818,0.8559151539414611,-0.7453118481900844,0.4668190493561624,1.088423084080831,1.0,0.0,0
1.5350040061487562,0.04485935330299303,-0.16340455188404196,0.8657747374301653,-0.4057480328011294,0.20045846189943578,-0.10549609411583849,0.05279662152479672,-0.6375699172299465,0.0,1.0,0
0.9419861137287315,-0.8784015134588568,-1.024163659166199,-0.8816605124288838,-0.7524617856951619,-0.6074300189895722,-0.6996107228990669,-0.8624108505234853,-0.4834633992557699,1.0,0.0,0
