Age,Experience,Income,Family,CCAvg,Mortgage,Securities_Account,CD_Account,Online,CreditCard,Education_GR,Education_UG,Personal_Loan
58.0,28.0,122.0,1.0,3.0,115.0,0.0,0.0,1.0,0.0,0.0,0.0,1
61.0,35.0,59.0,4.0,1.7,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
49.0,25.0,8.0,1.0,0.3,97.0,0.0,0.0,0.0,0.0,0.0,1.0,0
42.0,18.0,31.0,1.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
58.0,32.0,191.0,4.0,5.2,194.0,0.0,0.0,0.0,1.0,0.0,0.0,1
57.0,32.0,40.0,3.0,1.7,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
35.0,5.0,93.0,4.0,1.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
65.0,39.0,184.0,1.0,5.4,176.0,0.0,1.0,1.0,1.0,0.0,0.0,1
33.0,6.0,53.0,2.0,1.0,96.0,0.0,0.0,0.0,1.0,1.0,0.0,0
29.0,3.0,39.0,4.0,0.2,137.0,0.0,0.0,1.0,1.0,0.0,1.0,0
56.0,26.0,92.0,2.0,4.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
39.0,13.0,30.0,3.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
42.0,17.0,78.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
51.0,26.0,70.0,1.0,2.8,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
44.0,20.0,45.0,2.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
26.0,2.0,132.0,2.0,2.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
32.0,2.0,69.0,4.0,4.0,102.0,0.0,0.0,1.0,0.0,0.0,0.0,0
56.0,30.0,158.0,4.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
54.0,27.0,51.0,3.0,1.0,113.0,1.0,1.0,1.0,1.0,1.0,0.0,0
56.0,30.0,70.0,3.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
39.0,14.0,31.0,2.0,1.4,94.0,0.0,0.0,1.0,1.0,1.0,0.0,0
56.0,32.0,11.0,2.0,0.3,89.0,0.0,0.0,0.0,0.0,0.0,1.0,0
50.0,24.0,31.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49.0,23.0,125.0,1.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
65.0,39.0,113.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
63.0,38.0,103.0,1.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
29.0,3.0,91.0,1.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
45.0,21.0,183.0,2.0,1.4,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
45.0,21.0,38.0,3.0,0.6,148.0,0.0,0.0,1.0,0.0,1.0,0.0,0
62.0,36.0,29.0,2.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30.0,6.0,118.0,2.0,2.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
62.0,38.0,58.0,4.0,1.2,228.0,0.0,0.0,0.0,1.0,1.0,0.0,0
38.0,13.0,168.0,2.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
34.0,10.0,152.0,2.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
50.0,25.0,84.0,1.0,1.3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
60.0,33.0,42.0,4.0,2.5,194.0,0.0,0.0,1.0,0.0,1.0,0.0,0
26.0,0.0,49.0,3.0,2.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
47.0,22.0,58.0,4.0,3.6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
48.0,23.0,41.0,1.0,1.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
53.0,27.0,72.0,2.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
51.0,27.0,112.0,3.0,1.8,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0
56.0,32.0,48.0,1.0,1.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
47.0,23.0,29.0,4.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
52.0,27.0,78.0,4.0,3.6,141.0,0.0,0.0,1.0,0.0,0.0,0.0,0
52.0,27.0,61.0,4.0,1.8,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49.0,23.0,39.0,4.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
37.0,13.0,79.0,1.0,3.6,104.0,0.0,0.0,1.0,0.0,1.0,0.0,0
55.0,29.0,28.0,2.0,0.7,82.0,0.0,0.0,1.0,1.0,1.0,0.0,0
27.0,3.0,105.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
31.0,5.0,50.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
27.0,0.0,40.0,1.0,2.0,110.0,0.0,0.0,0.0,1.0,1.0,0.0,0
61.0,37.0,50.0,4.0,1.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
51.0,25.0,30.0,3.0,0.6,144.0,0.0,0.0,0.0,1.0,1.0,0.0,0
52.0,28.0,72.0,1.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,1.0,0
49.0,24.0,13.0,1.0,0.4,101.0,1.0,0.0,0.0,0.0,0.0,0.0,0
51.0,26.0,55.0,3.0,2.0,93.0,0.0,0.0,1.0,0.0,1.0,0.0,0
31.0,7.0,11.0,1.0,0.5,80.0,0.0,0.0,1.0,1.0,0.0,0.0,0
39.0,13.0,81.0,2.0,2.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
53.0,29.0,144.0,2.0,6.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
48.0,23.0,79.0,2.0,3.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
66.0,41.0,114.0,1.0,0.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
61.0,36.0,131.0,1.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
62.0,37.0,29.0,1.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
31.0,5.0,28.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
31.0,5.0,39.0,4.0,2.2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
39.0,13.0,40.0,3.0,0.9,129.0,0.0,0.0,1.0,0.0,0.0,0.0,0
53.0,26.0,22.0,1.0,0.5,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0
37.0,13.0,45.0,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
36.0,11.0,90.0,1.0,2.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
42.0,17.0,155.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
58.0,32.0,191.0,1.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
54.0,28.0,48.0,1.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
30.0,5.0,22.0,4.0,0.5,109.0,0.0,0.0,1.0,0.0,0.0,0.0,0
45.0,20.0,41.0,1.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
61.0,37.0,68.0,4.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38.0,14.0,44.0,2.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
42.0,16.0,38.0,3.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57.0,31.0,120.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
26.0,2.0,104.0,3.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
46.0,19.0,19.0,3.0,0.67,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
62.0,38.0,78.0,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
55.0,28.0,50.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
31.0,6.0,81.0,4.0,2.2,116.0,0.0,0.0,1.0,0.0,1.0,0.0,0
45.0,19.0,109.0,3.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
39.0,15.0,41.0,1.0,2.0,176.0,0.0,0.0,1.0,0.0,1.0,0.0,0
47.0,22.0,35.0,2.0,1.3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
42.0,17.0,19.0,2.0,0.0,85.0,0.0,0.0,1.0,1.0,0.0,0.0,0
27.0,0.0,33.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
65.0,39.0,94.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
51.0,25.0,181.0,1.0,1.7,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
66.0,41.0,18.0,3.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
60.0,34.0,64.0,2.0,1.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
36.0,12.0,109.0,3.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
30.0,5.0,41.0,4.0,1.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
48.0,23.0,108.0,2.0,3.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
62.0,38.0,23.0,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
46.0,20.0,134.0,1.0,5.7,146.0,1.0,0.0,1.0,0.0,0.0,1.0,0
63.0,39.0,53.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
36.0,10.0,82.0,2.0,2.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
50.0,26.0,148.0,2.0,0.4,508.0,0.0,0.0,0.0,0.0,0.0,1.0,0
28.0,2.0,43.0,4.0,1.3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
45.0,20.0,61.0,3.0,2.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
55.0,29.0,19.0,4.0,0.7,121.0,1.0,0.0,0.0,1.0,0.0,0.0,0
30.0,5.0,141.0,1.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
32.0,8.0,78.0,4.0,0.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
41.0,16.0,10.0,2.0,0.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
63.0,39.0,40.0,1.0,0.8,118.0,0.0,0.0,0.0,1.0,0.0,1.0,0
33.0,8.0,62.0,3.0,2.3,98.0,0.0,0.0,0.0,1.0,0.0,1.0,0
64.0,39.0,172.0,4.0,3.1,282.0,0.0,1.0,1.0,1.0,0.0,1.0,1
49.0,24.0,33.0,3.0,1.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
46.0,21.0,82.0,4.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
61.0,37.0,60.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
32.0,6.0,122.0,2.0,1.3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
35.0,10.0,139.0,1.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
47.0,22.0,25.0,1.0,0.1,148.0,0.0,0.0,1.0,0.0,0.0,1.0,0
55.0,29.0,78.0,4.0,2.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
35.0,9.0,113.0,3.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
36.0,12.0,18.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
54.0,29.0,129.0,4.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.0,15.0,100.0,1.0,0.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
33.0,7.0,15.0,1.0,0.4,82.0,1.0,1.0,1.0,1.0,1.0,0.0,0
35.0,11.0,41.0,1.0,2.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
41.0,16.0,33.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
35.0,9.0,8.0,1.0,0.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
29.0,3.0,49.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
44.0,20.0,65.0,2.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
60.0,36.0,54.0,4.0,2.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
43.0,18.0,83.0,3.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
43.0,18.0,19.0,2.0,0.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
26.0,2.0,92.0,2.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
42.0,18.0,110.0,2.0,6.1,182.0,0.0,0.0,1.0,0.0,0.0,1.0,0
58.0,32.0,38.0,3.0,2.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
32.0,8.0,14.0,3.0,0.9,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56.0,32.0,22.0,1.0,1.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
50.0,25.0,160.0,4.0,4.3,410.0,0.0,0.0,0.0,0.0,0.0,0.0,1
29.0,5.0,112.0,2.0,4.33,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
58.0,34.0,82.0,1.0,4.3,263.0,0.0,0.0,0.0,0.0,0.0,1.0,0
60.0,34.0,60.0,3.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
66.0,41.0,59.0,3.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
55.0,31.0,134.0,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
26.0,0.0,54.0,3.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
51.0,26.0,113.0,1.0,1.3,161.0,0.0,0.0,1.0,0.0,0.0,0.0,0
36.0,11.0,195.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
41.0,15.0,39.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60.0,34.0,33.0,2.0,0.3,101.0,0.0,0.0,1.0,0.0,0.0,1.0,0
52.0,28.0,38.0,2.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
61.0,36.0,81.0,3.0,1.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
29.0,3.0,103.0,4.0,3.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
43.0,17.0,41.0,3.0,2.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
61.0,37.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
59.0,35.0,174.0,1.0,4.7,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
52.0,28.0,44.0,4.0,0.9,107.0,0.0,0.0,1.0,0.0,1.0,0.0,0
53.0,23.0,44.0,3.0,1.0,198.0,0.0,0.0,1.0,1.0,0.0,0.0,0
61.0,37.0,158.0,2.0,6.0,306.0,1.0,1.0,1.0,1.0,0.0,1.0,0
46.0,21.0,64.0,1.0,2.9,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
35.0,5.0,85.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
49.0,25.0,55.0,4.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
36.0,11.0,103.0,1.0,4.6,255.0,0.0,0.0,1.0,0.0,0.0,1.0,0
54.0,29.0,60.0,4.0,3.8,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
44.0,20.0,119.0,2.0,7.5,239.0,0.0,0.0,1.0,0.0,0.0,1.0,0
56.0,31.0,51.0,3.0,1.7,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
60.0,34.0,90.0,4.0,1.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
45.0,21.0,218.0,2.0,6.67,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
51.0,25.0,93.0,1.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
41.0,16.0,13.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
40.0,15.0,90.0,4.0,1.1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
25.0,1.0,49.0,4.0,1.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
39.0,14.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57.0,31.0,164.0,2.0,3.8,422.0,0.0,1.0,1.0,1.0,0.0,0.0,1
24.0,-2.0,135.0,2.0,7.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
42.0,16.0,74.0,1.0,2.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
61.0,36.0,89.0,3.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
35.0,11.0,193.0,2.0,6.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
58.0,32.0,72.0,3.0,0.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
47.0,20.0,79.0,3.0,2.0,185.0,1.0,0.0,0.0,0.0,1.0,0.0,0
38.0,13.0,9.0,2.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
50.0,24.0,29.0,4.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
28.0,4.0,112.0,2.0,1.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
41.0,17.0,138.0,3.0,6.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
48.0,22.0,40.0,3.0,2.2,87.0,0.0,0.0,1.0,0.0,1.0,0.0,0
40.0,14.0,123.0,1.0,5.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
51.0,27.0,42.0,4.0,1.1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
43.0,19.0,128.0,1.0,4.7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
39.0,15.0,65.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29.0,5.0,195.0,1.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
43.0,17.0,82.0,1.0,5.2,79.0,0.0,0.0,1.0,0.0,0.0,1.0,0
49.0,23.0,65.0,3.0,0.7,263.0,0.0,0.0,1.0,1.0,1.0,0.0,0
64.0,40.0,63.0,4.0,1.2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
50.0,23.0,64.0,1.0,2.67,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
57.0,33.0,45.0,3.0,1.5,181.0,1.0,1.0,1.0,1.0,0.0,1.0,0
54.0,28.0,42.0,4.0,2.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
55.0,29.0,73.0,2.0,2.3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
49.0,25.0,114.0,1.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
58.0,33.0,22.0,3.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
58.0,34.0,58.0,4.0,2.3,169.0,0.0,0.0,1.0,0.0,0.0,0.0,0
29.0,3.0,53.0,4.0,2.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
62.0,37.0,115.0,4.0,3.4,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
49.0,24.0,82.0,1.0,2.9,267.0,0.0,0.0,1.0,0.0,0.0,1.0,0
62.0,37.0,18.0,1.0,1.5,127.0,0.0,0.0,0.0,0.0,1.0,0.0,0
65.0,40.0,114.0,4.0,3.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
45.0,21.0,61.0,3.0,0.7,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0
28.0,2.0,10.0,1.0,0.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
47.0,22.0,38.0,4.0,1.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
28.0,4.0,82.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
28.0,2.0,149.0,2.0,7.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
50.0,26.0,23.0,4.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
27.0,2.0,78.0,4.0,0.2,87.0,0.0,0.0,0.0,0.0,0.0,1.0,0
56.0,26.0,70.0,3.0,1.4,273.0,0.0,0.0,1.0,1.0,0.0,0.0,0
49.0,25.0,39.0,3.0,1.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
56.0,26.0,81.0,2.0,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
26.0,1.0,80.0,4.0,0.2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
37.0,11.0,84.0,2.0,1.8,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
